Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Volkswagen,Polo,Highline,Diesel,New,2018,Second,19-219-5203,196655,364562,Manual,Black,Major Service at 74601 km,Valid Until [date],Available,"Sunroof, Leather Seats"
Honda,Seltos,XL,CNG,Used,2015,Second,25-759-5574,83887,531267,Automatic,Black,No Service Record,No Current Insurance,Not Available,Sunroof
Toyota,Sunny,Highline,Diesel,Needs Replacement,2024,First,77-632-9055,77199,280166,Manual,Maroon,Major Service at 107839 km,Valid Until [date],Available,Sunroof
Ford,Accord,ZXI,Petrol,New,2023,Second,36-814-7468,153881,906268,Automatic,Grey,Major Service at 101872 km,Valid Until [date],Available,
Maruti Suzuki,Kwid,XL,CNG,New,2016,Second,99-642-7390,49412,829898,Automatic,Red,No Service Record,No Current Insurance,Not Available,
Ford,Elantra,RXE,Diesel,Used,2020,Third,28-214-8448,58501,527644,Manual,Gold,No Service Record,Valid Until [date],Not Available,
Nissan,Swift,SE,CNG,Used,2023,First,89-290-1598,102063,714243,Manual,White,Major Service at 101610 km,Valid Until [date],Available,Music System
Chevrolet,Sunny,LE,Petrol,New,2021,First,17-671-9098,130355,961094,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Available,Sunroof
Toyota,Accord,XL,Petrol,New,2019,Second,11-998-6601,30484,675634,Manual,Silver,Full Service History,No Current Insurance,Not Available,"Music System, Leather Seats"
Nissan,Sunny,LE,CNG,New,2018,First,13-328-4420,146319,990483,Automatic,Silver,Major Service at 71641 km,Valid Until [date],Available,
Nissan,Kwid,SE,CNG,New,2023,First,63-999-6951,150363,254530,Manual,Red,Major Service at 127301 km,No Current Insurance,Not Available,
Nissan,Polo,SL,CNG,New,2015,Third,92-148-6435,194740,219826,Manual,White,No Service Record,No Current Insurance,Not Available,Leather Seats
Volkswagen,Polo,,CNG,Needs Replacement,2020,First,33-850-6926,91177,904571,Automatic (Tiptronic),Gold,Major Service at 123521 km,No Current Insurance,Available,"Music System, Sunroof, Leather Seats, GPS"
Kia,Seltos,ZXI,CNG,New,2022,First,88-790-5477,74767,882203,Manual,Grey,Full Service History,Valid Until [date],Available,"Sunroof, GPS, Alloy Wheels"
Honda,Camry,EX,Diesel,Needs Replacement,2018,First,24-272-4305,26070,277539,Automatic,Grey,Full Service History,Valid Until [date],Available,"GPS, Sunroof"
Hyundai,Sunny,,CNG,Needs Replacement,2018,First,14-501-8531,161439,511745,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,"Sunroof, Music System"
Honda,Sunny,ZXI,Petrol,Used,2017,Third,15-427-5799,21335,705060,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,Alloy Wheels
Nissan,Camry,GT,Petrol,Used,2020,Third,16-293-1812,22667,901670,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Not Available,Leather Seats
Volkswagen,Accord,Highline,Petrol,Used,2022,First,38-220-4105,110946,308035,Automatic (Tiptronic),Black,Major Service at 63073 km,Valid Until [date],Available,"Sunroof, GPS"
Nissan,F-150,,Diesel,Needs Replacement,2024,Second,66-679-2860,94398,984026,Automatic,Black,No Service Record,Valid Until [date],Available,"Sunroof, GPS"
Kia,Sunny,RXE,Diesel,New,2018,First,69-412-6090,10763,850577,Automatic,Maroon,Full Service History,Valid Until [date],Not Available,Leather Seats
Ford,Cruze,,Petrol,New,2023,Third,94-855-8483,79695,609365,Manual,Red,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, GPS, Music System"
Ford,F-150,Highline,Petrol,Used,2015,Third,49-950-4503,88279,686489,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,
Volkswagen,Camry,ZXI,Diesel,New,2024,First,71-911-9150,36654,793950,Automatic,Red,Major Service at 52489 km,No Current Insurance,Not Available,"Sunroof, Music System, GPS"
Chevrolet,Polo,LE,CNG,Used,2024,First,26-880-5195,56562,215437,Automatic (Tiptronic),Silver,Major Service at 147291 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Sunroof"
Honda,Seltos,EX,CNG,New,2023,Third,52-930-2345,195168,253316,Automatic,Gold,Full Service History,No Current Insurance,Not Available,
Toyota,Cruze,LE,CNG,Needs Replacement,2016,Second,47-239-5885,59314,229457,Manual,White,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, GPS"
Toyota,Swift,ZXI,Diesel,New,2020,Second,45-186-5601,193940,562992,Automatic,Red,Full Service History,Valid Until [date],Not Available,"Music System, GPS"
Maruti Suzuki,Camry,ZXI,Petrol,Used,2023,First,74-607-1500,123952,680035,Manual,Gold,Major Service at 140969 km,No Current Insurance,Not Available,"Music System, Leather Seats, Sunroof, Alloy Wheels"
Kia,Camry,ZXI,CNG,Used,2016,Second,58-957-3486,99689,885964,Automatic,Blue,No Service Record,No Current Insurance,Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Hyundai,Sunny,SE,Petrol,Needs Replacement,2023,Second,94-910-7668,93837,726645,Automatic (Tiptronic),Blue,Major Service at 69584 km,Valid Until [date],Available,GPS
Volkswagen,F-150,EX,Petrol,Used,2018,Third,61-971-2542,185514,962423,Automatic,Blue,Full Service History,No Current Insurance,Available,"Music System, GPS, Alloy Wheels"
Hyundai,Swift,Highline,Diesel,Used,2024,First,18-783-2629,14829,537052,Manual,White,Major Service at 110951 km,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof"
Toyota,Polo,SE,CNG,Needs Replacement,2018,First,64-296-2148,110229,591383,Manual,Silver,Full Service History,Valid Until [date],Not Available,
Renault,Seltos,GT,Petrol,Used,2015,Third,44-572-5787,188036,341646,Manual,Blue,Full Service History,Valid Until [date],Available,Music System
Toyota,Kwid,,Diesel,New,2015,Second,51-433-4111,37113,402498,Automatic,Maroon,Major Service at 117350 km,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Hyundai,Swift,LE,CNG,Used,2020,Second,89-354-5945,186779,357216,Manual,Gold,Major Service at 76438 km,No Current Insurance,Not Available,Sunroof
Honda,Swift,LE,CNG,Used,2024,First,46-966-2157,186537,595784,Manual,Blue,No Service Record,No Current Insurance,Not Available,"GPS, Alloy Wheels"
Hyundai,Sunny,SL,Diesel,Used,2022,Second,65-970-1541,147222,360033,Automatic (Tiptronic),White,No Service Record,No Current Insurance,Not Available,"Sunroof, Leather Seats"
Honda,Polo,GT,Diesel,Needs Replacement,2017,Second,77-509-1195,177744,701958,Automatic (Tiptronic),Silver,Major Service at 67662 km,No Current Insurance,Available,"Music System, Alloy Wheels, Leather Seats"
Honda,Seltos,SL,Diesel,Needs Replacement,2021,Third,54-122-6829,108181,734193,Manual,Red,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof"
Renault,Cruze,SL,Petrol,Needs Replacement,2023,First,13-711-2713,132093,548408,Manual,White,Full Service History,Valid Until [date],Not Available,"Music System, Alloy Wheels, Leather Seats, GPS"
Ford,Polo,RXE,CNG,New,2015,First,50-196-2517,123732,708103,Manual,White,Major Service at 127361 km,Valid Until [date],Available,
Renault,Polo,LE,Diesel,Used,2020,Third,31-880-3620,103479,492493,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,
Hyundai,Kwid,XL,Petrol,New,2017,Second,38-151-8776,175447,287724,Automatic,Maroon,Full Service History,No Current Insurance,Available,
Toyota,Camry,,Diesel,New,2022,Second,66-305-1886,105427,586167,Manual,Gold,Full Service History,No Current Insurance,Not Available,"Music System, GPS, Alloy Wheels"
Ford,Elantra,,CNG,New,2020,Second,35-351-7241,191026,607824,Automatic,Black,Full Service History,Valid Until [date],Available,
Ford,Elantra,SL,Petrol,Used,2015,Second,59-873-8324,126683,945525,Automatic,Maroon,No Service Record,Valid Until [date],Not Available,Sunroof
Honda,F-150,RXE,Diesel,Needs Replacement,2021,Third,70-936-1828,17184,341688,Manual,Gold,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats, Alloy Wheels, Sunroof"
Nissan,Seltos,ZXI,Petrol,Used,2019,First,82-434-9466,178600,520361,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,
Maruti Suzuki,Sunny,Highline,Petrol,New,2019,First,95-361-3189,154962,300495,Automatic (Tiptronic),Blue,Full Service History,No Current Insurance,Not Available,
Maruti Suzuki,Polo,LE,Diesel,New,2019,Second,98-380-4877,138540,393986,Automatic (Tiptronic),Grey,Major Service at 131188 km,No Current Insurance,Available,"Sunroof, Leather Seats, Alloy Wheels"
Maruti Suzuki,Swift,,CNG,Needs Replacement,2024,Second,95-948-7859,56651,904235,Automatic,Blue,Full Service History,No Current Insurance,Not Available,"Sunroof, Music System, GPS"
Renault,Seltos,ZXI,Petrol,Needs Replacement,2017,First,62-879-6252,118148,721757,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats"
Nissan,Cruze,SE,Diesel,Used,2023,Third,48-380-3777,105901,710620,Manual,Silver,No Service Record,No Current Insurance,Available,
Kia,Sunny,EX,CNG,Used,2015,Third,11-816-3233,49491,331087,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Available,"Music System, Sunroof, Alloy Wheels, GPS"
Nissan,Kwid,XL,CNG,New,2015,Second,86-990-8767,37083,863417,Automatic,White,Major Service at 98242 km,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, Music System, Leather Seats"
Honda,Polo,XL,CNG,New,2018,Third,11-706-8956,113607,524216,Automatic (Tiptronic),Maroon,Major Service at 144888 km,No Current Insurance,Not Available,Music System
Renault,Seltos,Highline,CNG,Needs Replacement,2022,Third,99-369-3171,122982,583214,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Sunroof"
Ford,F-150,EX,Petrol,Used,2023,Third,54-429-5553,37503,987575,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Volkswagen,Kwid,XL,Diesel,Needs Replacement,2016,First,83-399-4891,131786,688699,Automatic,White,Full Service History,Valid Until [date],Available,"Sunroof, Music System, Alloy Wheels"
Nissan,Sunny,GT,Diesel,Used,2019,Second,31-612-3323,82900,922120,Automatic,Grey,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Sunroof, Music System"
Renault,Camry,GT,Diesel,New,2016,Third,15-759-2862,112886,390732,Automatic,Grey,Full Service History,No Current Insurance,Available,"Music System, Sunroof, Leather Seats, Alloy Wheels"
Volkswagen,Elantra,XL,Petrol,Needs Replacement,2020,Third,51-554-7867,55156,999826,Manual,Blue,Full Service History,Valid Until [date],Available,Music System
Chevrolet,Accord,SE,Petrol,Needs Replacement,2016,First,33-548-3997,86104,515496,Automatic,Silver,Full Service History,Valid Until [date],Not Available,"GPS, Sunroof"
Ford,Swift,SL,Petrol,Needs Replacement,2022,Second,68-973-6961,51080,911530,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, GPS"
Chevrolet,Polo,RXE,Diesel,Used,2015,First,59-907-1467,137273,667416,Automatic,Blue,Full Service History,No Current Insurance,Available,
Renault,Kwid,SL,CNG,New,2015,First,58-448-4834,100918,237092,Manual,Grey,Full Service History,Valid Until [date],Available,"Leather Seats, GPS"
Honda,Elantra,ZXI,Petrol,Used,2019,First,10-818-1945,16057,931274,Manual,Blue,Full Service History,Valid Until [date],Available,"Leather Seats, GPS, Alloy Wheels, Sunroof"
Hyundai,Camry,GT,CNG,New,2024,Third,22-146-8933,101536,725806,Automatic (Tiptronic),Blue,Major Service at 96712 km,No Current Insurance,Available,
Volkswagen,Elantra,LE,Diesel,Needs Replacement,2022,Second,20-464-5005,72115,231741,Automatic (Tiptronic),Maroon,No Service Record,No Current Insurance,Not Available,"Leather Seats, Music System, Sunroof, GPS"
Toyota,Elantra,EX,Petrol,Used,2023,Second,30-512-8762,130116,803374,Automatic,White,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, Music System"
Renault,Elantra,,Diesel,Needs Replacement,2021,First,41-763-7694,155364,328460,Manual,Gold,No Service Record,Valid Until [date],Not Available,Leather Seats
Honda,Polo,Highline,Petrol,New,2023,First,24-965-4772,187144,570370,Automatic,Grey,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof, Leather Seats"
Nissan,Kwid,,Petrol,New,2021,Third,34-642-5529,142642,235923,Automatic,Grey,Full Service History,Valid Until [date],Available,"GPS, Music System, Leather Seats, Alloy Wheels"
Maruti Suzuki,Cruze,Highline,Diesel,Needs Replacement,2018,First,11-681-9039,176522,992011,Automatic,White,Major Service at 109156 km,Valid Until [date],Not Available,"Alloy Wheels, GPS, Leather Seats, Sunroof"
Maruti Suzuki,Polo,RXE,Petrol,Used,2021,Third,46-229-7118,140329,257411,Automatic,Black,No Service Record,No Current Insurance,Available,GPS
Ford,Kwid,EX,Petrol,Used,2017,Third,77-838-3393,40051,816252,Automatic,Blue,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, GPS"
Ford,F-150,ZXI,Diesel,Used,2015,First,28-199-9701,130427,459124,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,
Hyundai,Elantra,SL,CNG,Used,2024,Second,99-357-3646,174680,844990,Automatic,Red,Full Service History,Valid Until [date],Not Available,Leather Seats
Ford,Accord,RXE,CNG,Needs Replacement,2023,Second,92-385-5879,88841,961035,Automatic (Tiptronic),Black,Major Service at 120515 km,No Current Insurance,Available,
Nissan,Camry,GT,Petrol,New,2023,Second,93-275-1615,181810,414847,Automatic,Maroon,Major Service at 54753 km,No Current Insurance,Available,
Toyota,Camry,GT,Petrol,Used,2015,First,85-430-8660,41499,226342,Automatic,Silver,Full Service History,Valid Until [date],Not Available,"Leather Seats, Sunroof, Music System"
Hyundai,Polo,LE,Petrol,Needs Replacement,2022,Third,53-122-9264,176138,290316,Automatic (Tiptronic),Gold,Major Service at 70213 km,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System, GPS"
Maruti Suzuki,Seltos,XL,Diesel,New,2016,Third,81-421-5774,43997,532913,Automatic,Gold,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Music System"
Maruti Suzuki,Swift,XL,Petrol,New,2019,Third,65-328-9616,62588,215399,Automatic,White,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System"
Volkswagen,Polo,SE,Petrol,Used,2020,Second,80-585-8957,43167,594200,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Available,GPS
Hyundai,Elantra,Highline,Diesel,New,2019,Third,68-374-6300,58367,365559,Automatic,Red,No Service Record,No Current Insurance,Not Available,"GPS, Sunroof, Leather Seats, Alloy Wheels"
Volkswagen,Polo,XL,Diesel,Needs Replacement,2020,Second,71-303-3696,73458,818775,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Not Available,Music System
Ford,Camry,EX,CNG,Used,2021,First,37-948-4995,189789,919401,Automatic (Tiptronic),Gold,Major Service at 132189 km,Valid Until [date],Not Available,
Volkswagen,Polo,,CNG,Needs Replacement,2022,Third,75-986-3980,172326,916414,Manual,Black,No Service Record,Valid Until [date],Available,
Toyota,Polo,,Petrol,Used,2020,First,28-711-5376,156039,965260,Manual,Blue,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS"
Toyota,F-150,LE,Diesel,New,2019,Second,26-351-9026,118586,325004,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Available,Leather Seats
Honda,Seltos,,Petrol,Needs Replacement,2024,Third,84-645-3316,171072,456138,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Available,
Honda,Polo,LE,Diesel,New,2021,Third,11-269-1338,58915,588304,Manual,Silver,Full Service History,No Current Insurance,Not Available,Music System
Hyundai,Accord,XL,CNG,Used,2017,Third,57-753-4327,42729,361435,Automatic,Grey,No Service Record,No Current Insurance,Available,
Chevrolet,Camry,LE,Diesel,Needs Replacement,2018,Second,65-965-4404,163183,615470,Manual,Gold,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Maruti Suzuki,Seltos,XL,Petrol,Needs Replacement,2020,First,22-653-6852,136853,412542,Manual,Maroon,Major Service at 108502 km,No Current Insurance,Available,"Leather Seats, Alloy Wheels, Sunroof, GPS"
Renault,Seltos,Highline,Diesel,Needs Replacement,2021,First,71-109-7209,169431,926621,Manual,Grey,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, Alloy Wheels, Sunroof"
Kia,Kwid,,Petrol,New,2023,Second,70-287-9677,19867,260186,Manual,Maroon,Major Service at 87434 km,Valid Until [date],Available,"Leather Seats, GPS, Music System"
Chevrolet,Cruze,LE,CNG,Needs Replacement,2023,First,37-228-3929,14359,893302,Manual,White,No Service Record,No Current Insurance,Available,"Sunroof, Music System, GPS"
Maruti Suzuki,Polo,GT,CNG,Needs Replacement,2024,Second,73-816-6446,123457,643563,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Not Available,Music System
Honda,Camry,ZXI,CNG,New,2017,First,52-742-8050,150625,744971,Automatic,Gold,No Service Record,No Current Insurance,Not Available,Leather Seats
Toyota,Accord,XL,Petrol,New,2016,First,94-727-1099,78725,997807,Manual,Silver,Major Service at 82656 km,No Current Insurance,Available,"Music System, Leather Seats"
Ford,Swift,SE,Diesel,New,2019,Third,35-695-2742,84597,770990,Automatic (Tiptronic),Silver,Major Service at 67892 km,No Current Insurance,Not Available,"Music System, Sunroof, GPS, Alloy Wheels"
Honda,Seltos,,Diesel,Used,2016,Third,92-545-3485,32731,289561,Automatic (Tiptronic),Red,Major Service at 66759 km,Valid Until [date],Available,"Alloy Wheels, GPS, Sunroof, Leather Seats"
Hyundai,Camry,EX,Diesel,Used,2017,First,46-422-6732,39753,632093,Automatic,Blue,No Service Record,No Current Insurance,Not Available,"Music System, Alloy Wheels, Sunroof"
Maruti Suzuki,Seltos,SE,Petrol,Needs Replacement,2021,First,52-719-7147,63222,470995,Automatic,Maroon,Full Service History,No Current Insurance,Available,"Alloy Wheels, Sunroof, Leather Seats"
Toyota,Cruze,SE,Petrol,Needs Replacement,2019,First,17-503-7173,139690,310388,Manual,Blue,Major Service at 52216 km,No Current Insurance,Available,
Renault,F-150,LE,Petrol,Needs Replacement,2016,Second,60-124-1385,129544,789629,Automatic,Gold,Full Service History,Valid Until [date],Available,"Music System, Sunroof, Leather Seats, GPS"
Nissan,Seltos,SL,CNG,New,2015,Second,99-122-8792,149172,374827,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Not Available,GPS
Chevrolet,F-150,LE,Diesel,New,2021,Third,17-502-1663,146774,657032,Automatic,Black,Full Service History,No Current Insurance,Not Available,"Music System, Alloy Wheels"
Honda,Cruze,LE,Diesel,New,2021,Third,50-290-3306,183562,462063,Automatic,Blue,Full Service History,No Current Insurance,Available,"Leather Seats, Sunroof, Music System, Alloy Wheels"
Honda,Kwid,,CNG,Needs Replacement,2018,Third,82-912-5789,42812,723625,Manual,Red,Full Service History,Valid Until [date],Available,"Alloy Wheels, Leather Seats, GPS"
Renault,Sunny,RXE,Diesel,Needs Replacement,2023,Second,14-447-8045,18825,850560,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"Leather Seats, GPS, Alloy Wheels, Music System"
Chevrolet,Kwid,GT,Diesel,Used,2016,First,91-525-9519,35109,754361,Automatic,Gold,Full Service History,Valid Until [date],Available,
Honda,Camry,XL,Diesel,Needs Replacement,2017,Second,89-477-9976,25263,804550,Manual,Gold,No Service Record,Valid Until [date],Available,"Sunroof, GPS, Alloy Wheels"
Toyota,Camry,SE,CNG,Used,2017,First,73-747-6522,180718,694341,Automatic (Tiptronic),White,Major Service at 113140 km,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof"
Kia,Elantra,SE,Petrol,Needs Replacement,2018,First,58-919-2112,140684,831112,Manual,Grey,Major Service at 117971 km,No Current Insurance,Available,Alloy Wheels
Kia,Elantra,ZXI,CNG,New,2020,Third,29-743-5482,10312,280354,Manual,Gold,No Service Record,Valid Until [date],Not Available,
Hyundai,Camry,LE,Petrol,Needs Replacement,2018,Third,23-276-8911,16089,887527,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,
Toyota,Seltos,XL,Diesel,Used,2018,Second,43-290-5111,130971,564162,Automatic (Tiptronic),Gold,Major Service at 149814 km,Valid Until [date],Not Available,"Music System, GPS, Alloy Wheels"
Volkswagen,Kwid,XL,Diesel,Needs Replacement,2024,Second,83-814-2591,186434,849026,Automatic,Grey,Major Service at 92534 km,No Current Insurance,Not Available,GPS
Renault,Polo,RXE,CNG,Needs Replacement,2022,Second,70-577-2174,29974,316113,Manual,Silver,Full Service History,Valid Until [date],Available,"Sunroof, Alloy Wheels"
Ford,Seltos,SL,Petrol,New,2018,First,67-177-9459,137604,420875,Automatic,Silver,No Service Record,No Current Insurance,Available,"Sunroof, Leather Seats"
Toyota,Swift,LE,Petrol,Needs Replacement,2020,Second,77-383-9149,165319,982348,Manual,Maroon,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, GPS"
Volkswagen,Accord,LE,CNG,Used,2024,Second,82-724-4607,23546,443971,Automatic (Tiptronic),Black,Major Service at 60134 km,Valid Until [date],Not Available,"Sunroof, Music System, GPS, Leather Seats"
Hyundai,Seltos,LE,CNG,New,2023,Second,91-133-4240,58896,439872,Manual,Maroon,Major Service at 84356 km,Valid Until [date],Not Available,Alloy Wheels
Toyota,Elantra,LE,Petrol,New,2015,Third,68-651-9371,75418,880606,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Not Available,"GPS, Leather Seats, Sunroof, Music System"
Volkswagen,F-150,EX,Diesel,Used,2015,Second,89-458-3789,119477,726814,Manual,Blue,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Music System"
Volkswagen,Polo,EX,Diesel,Used,2020,First,70-193-6680,194495,750472,Automatic (Tiptronic),Grey,No Service Record,No Current Insurance,Available,"Music System, GPS, Leather Seats, Alloy Wheels"
Volkswagen,Cruze,RXE,Diesel,New,2015,Second,16-457-6972,111211,749908,Manual,White,Major Service at 132563 km,Valid Until [date],Available,Alloy Wheels
Ford,Swift,RXE,CNG,Used,2019,Third,51-159-1506,95202,216443,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Available,Sunroof
Volkswagen,Accord,Highline,Diesel,Used,2017,Third,78-136-5253,189381,511156,Automatic (Tiptronic),Grey,No Service Record,No Current Insurance,Available,Sunroof
Chevrolet,Sunny,SE,CNG,Needs Replacement,2015,Third,43-350-1133,151609,486006,Manual,Maroon,Full Service History,No Current Insurance,Not Available,"Sunroof, Leather Seats, Music System"
Kia,F-150,SE,CNG,New,2018,First,43-560-7734,60148,573605,Automatic (Tiptronic),Blue,Major Service at 69441 km,No Current Insurance,Available,Sunroof
Ford,Camry,GT,Diesel,Needs Replacement,2022,Second,65-137-6356,167683,578506,Automatic,Blue,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof, Leather Seats"
Maruti Suzuki,Swift,,Petrol,Needs Replacement,2021,Third,36-863-1823,103539,292090,Manual,Silver,Major Service at 145755 km,Valid Until [date],Available,"Music System, Leather Seats, GPS, Sunroof"
Volkswagen,Sunny,LE,Petrol,Used,2024,Second,64-470-3609,113327,705893,Manual,Gold,Major Service at 67680 km,Valid Until [date],Not Available,
Honda,Sunny,,CNG,Needs Replacement,2021,First,68-165-7823,177844,241359,Automatic (Tiptronic),Grey,Major Service at 130791 km,No Current Insurance,Available,"Music System, Alloy Wheels, GPS, Leather Seats"
Toyota,Camry,LE,CNG,New,2022,Third,18-759-1664,120594,950890,Manual,Gold,Full Service History,Valid Until [date],Not Available,
Maruti Suzuki,Kwid,LE,CNG,Used,2016,First,27-119-9559,63985,635167,Automatic,Maroon,Full Service History,No Current Insurance,Available,Music System
Maruti Suzuki,Swift,LE,CNG,Used,2018,Second,65-870-5693,32906,396704,Manual,Red,Major Service at 55308 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats"
Kia,Accord,LE,CNG,New,2024,Second,54-421-4314,60248,855474,Manual,Gold,Major Service at 114105 km,Valid Until [date],Not Available,
Volkswagen,Accord,,CNG,Needs Replacement,2015,Second,70-237-1696,120973,571838,Manual,Blue,Full Service History,No Current Insurance,Available,"Music System, GPS, Alloy Wheels"
Volkswagen,Accord,Highline,Petrol,New,2024,First,79-883-7052,83623,227544,Automatic,Silver,No Service Record,No Current Insurance,Available,"Sunroof, Music System, GPS, Alloy Wheels"
Volkswagen,Sunny,Highline,CNG,Needs Replacement,2019,Second,63-160-4319,15348,948264,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, GPS, Alloy Wheels"
Ford,Polo,SE,Diesel,Needs Replacement,2024,First,27-978-8727,184716,831935,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels, Sunroof"
Toyota,F-150,GT,Diesel,Used,2016,Second,76-900-2169,33588,736305,Manual,Silver,Major Service at 79763 km,No Current Insurance,Not Available,Sunroof
Nissan,Swift,ZXI,Petrol,Used,2022,Second,75-449-5736,185556,368982,Automatic (Tiptronic),Silver,Major Service at 125447 km,No Current Insurance,Available,
Toyota,Polo,,CNG,New,2022,Third,87-750-5075,153346,839258,Automatic,Gold,Full Service History,No Current Insurance,Available,"GPS, Music System"
Kia,Accord,SE,Diesel,Used,2017,Second,94-380-8443,27130,551724,Automatic,Blue,Major Service at 65278 km,Valid Until [date],Not Available,"Music System, Sunroof"
Toyota,Elantra,,Petrol,New,2024,First,86-745-3087,104160,850625,Automatic,Silver,No Service Record,Valid Until [date],Not Available,
Nissan,Polo,RXE,CNG,Used,2017,First,62-830-4530,177399,479653,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Available,Sunroof
Ford,Camry,GT,Petrol,Needs Replacement,2016,Third,65-428-2160,118172,429576,Manual,Blue,Major Service at 130467 km,Valid Until [date],Not Available,
Kia,Swift,XL,CNG,Used,2023,Second,34-528-1243,181239,337571,Automatic (Tiptronic),Blue,Major Service at 137582 km,No Current Insurance,Not Available,Music System
Kia,F-150,GT,Diesel,Needs Replacement,2016,First,71-588-4507,66357,737457,Automatic (Tiptronic),Silver,Major Service at 147602 km,No Current Insurance,Available,"GPS, Sunroof, Alloy Wheels"
Ford,Sunny,RXE,Petrol,New,2018,Third,71-250-3823,106108,851689,Automatic,Black,No Service Record,No Current Insurance,Not Available,"Sunroof, Music System, Leather Seats"
Renault,Seltos,Highline,Petrol,Needs Replacement,2015,Second,74-898-6451,29329,254317,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,
Volkswagen,Seltos,XL,Diesel,Needs Replacement,2018,Third,30-372-7559,165892,750803,Automatic,Silver,Major Service at 74148 km,Valid Until [date],Not Available,"GPS, Music System"
Chevrolet,Polo,XL,Petrol,Used,2020,Third,32-756-3024,112660,787169,Automatic,Blue,Full Service History,Valid Until [date],Not Available,Leather Seats
Renault,Accord,GT,CNG,Used,2016,Third,47-794-2881,113897,801265,Automatic (Tiptronic),Gold,Major Service at 116871 km,Valid Until [date],Available,"Sunroof, GPS"
Ford,Camry,GT,Petrol,New,2022,Second,38-611-1969,191706,940494,Manual,Grey,Full Service History,No Current Insurance,Available,
Honda,Polo,SE,Petrol,Used,2024,Second,97-392-9405,82376,831383,Manual,Silver,Major Service at 65209 km,No Current Insurance,Available,"GPS, Alloy Wheels"
Maruti Suzuki,Swift,ZXI,CNG,New,2021,First,38-287-1117,122154,706356,Automatic (Tiptronic),Blue,Major Service at 148479 km,Valid Until [date],Available,"Leather Seats, Alloy Wheels"
